1	0.9217	-0.985	0.95	-1.5944	1.1106	1.0063	-0.9796	1.4995	0.9108	0.6995	1.2308	1.0517	0.1728	1.3173	0.2311	0.1681	1.2586	0.8584	0.9383	-1.9682	0.7452	-1.1808	1.3963	-0.9687	-1.2668	1.5275	-1.0459	1.2318	1.2562	-1.2624	-0.5829	0.9487	-0.0248	-0.2952	0.877	1.5198	-0.5501	1.5176	-0.4977
1	0.9258	-1.0599	0.95	-1.5944	1.0847	1.0063	-0.8284	1.4709	1.1687	0.6995	1.2376	1.2358	-0.3521	1.301	0.7552	0.6166	1.3759	1.1137	0.6846	0.4057	0.7949	-1.1808	1.6664	-0.7558	-0.3838	2.1175	-1.3706	0.6517	2.0559	-1.142	-0.1779	0.8118	0.4461	0.915	1.1262	1.5502	-1.6823	0.4083	-0.4977
1	-0.1108	-0.9055	0.4192	-0.8163	0.644	-0.6535	-0.9521	0.6405	-0.1649	-1.1157	0.4072	-0.4341	0.5034	0.5388	-1.649	-2.6436	-0.0583	-1.196	0.052	-1.6186	0.7796	-0.2476	-1.6348	-0.9259	-0.5095	1.1274	-1.3706	1.2318	0.9943	-1.2738	-1.1033	-0.0144	-0.5788	1.1477	-0.3181	0.2857	-0.7563	1.5168	-0.4977
1	0.9258	-1.642	0.8002	-1.5944	1.0681	1.0063	-0.9786	1.5227	0.2777	0.6995	-0.5856	1.1147	1.5115	1.3638	0.8494	0.4081	-0.3047	1.0589	1.1134	-2.1591	1.4638	-1.1808	0.623	-0.9744	0.3208	1.2512	0.1084	1.2318	1.1151	-0.9475	-0.8233	0.9997	-1.0773	1.5618	1.1923	-0.3184	-2.7247	1.5238	-0.4977
1	0.9258	-0.9128	0.95	-1.5944	0.6677	1.0063	1.3452	1.5227	1.0977	0.6995	1.6993	0.9403	-1.6776	1.2009	0.1174	1.0916	0.6785	0.8031	1.0479	-0.4608	-0.0555	0.223	1.1093	-0.8653	1.8118	1.288	-1.3706	-0.4057	1.0907	-0.8687	-1.0264	0.8964	1.0399	-0.082	1.5403	1.6957	0.1521	0.0448	0.183
1	0.9258	-0.8876	0.95	-1.5944	1.1061	1.0063	-0.5804	1.1512	1.1492	0.6995	1.5364	0.974	-0.7114	1.185	0.8461	1.0283	1.4764	1.2657	0.7939	0.2331	-0.17	-1.1808	1.2586	-0.5321	0.0377	2.1175	-1.3706	-0.69	2.1304	-1.0875	-0.1387	1.0753	-1.0773	1.2373	0.8718	1.5212	-0.7055	-0.2807	-0.4977
1	0.9258	-1.0191	0.95	-1.5944	1.1528	0.9595	-1.7826	1.5227	1.0755	0.6995	1.7175	1.2267	-1.2667	1.3676	0.8349	0.5745	-0.0151	1.115	0.9683	-0.9314	-1.108	-1.1808	0.6382	-0.9039	-0.5812	2.04	-1.0036	0.3178	1.9251	-1.2738	0.053	1.1329	-1.0773	1.2781	1.5077	1.4559	-0.6322	-0.1387	-0.4977
1	0.9258	-0.5434	0.95	-0.334	1.1273	0.7526	0.7705	1.5227	0.8402	0.6995	0.9804	1.0479	-0.2568	1.0638	0.6718	0.9247	1.1138	1.1206	0.7717	0.2761	0.1174	-1.1808	0.7608	0.1492	-0.5537	1.8559	-1.3706	-0.235	1.822	-0.8892	0.1674	0.819	-1.0773	1.17	1.5249	1.0507	-0.4125	-0.265	1.2944
1	0.9258	-0.7692	0.7457	-1.5944	1.1528	1.0063	-0.4108	1.0323	1.1687	0.6995	1.7326	0.0365	0.3576	1.2379	0.8494	-0.0702	0.697	0.5338	1.1994	-0.2281	-1.5296	-1.1808	0.2194	-0.4347	-1.0706	1.0609	-1.3706	0.8401	1.1355	-1.2738	-0.4235	-0.8546	0.445	0.1421	0.9494	-0.2005	-0.6314	0.127	-0.1328
1	0.9258	-1.4775	0.9301	-1.2543	0.8186	0.8087	-1.2414	0.9458	1.1687	0.6995	1.1169	0.846	-0.0304	1.1417	0.7927	1.0159	0.758	0.8073	1.365	0.7433	0.804	-1.1808	0.6464	-0.1845	0.6288	1.5875	0.6082	0.0741	1.5801	-0.3	-1.5651	0.6406	-1.0773	2.1284	1.1308	0.7185	0.814	-0.1808	-0.4977
